AMC_name,Mutual Fund Name,category,risk_type,fund_rating,return_1yr,return_3yr,return_5yr,AuM(Cr),NAV,turnover_ratio,stocks_in_portfolio,standard_deviation,beta,sharpe_ratio,52_week_high,52_week_low
Tata,Tata Ultra Short Term Fund Direct Growth,Debt,Low to Moderate Risk,4,4.16,4.88,-11.2,12323.28,33.585,21.99,36,22.105999999999998,0.973,0.75,5/10/2017,5/11/2019
Kotak,Kotak Money Market Fund Direct Growth,Debt,Low to Moderate Risk,3,4.16,4.88,6.08,34696.82,84.574,58.6,59,19.754,1.025,1.14,11/24/2016,3/26/2022
Canara,Canara Robeco Savings Fund Direct Growth,Debt,Low to Moderate Risk,3,3.51,4.88,5.94,16483.1,18.302,35.2,31,22.339000000000002,0.919,1.2,4/14/2006,8/13/2016
Invesco,Invesco India Arbitrage Fund Direct Growth,Hybrid,Low Risk,4,4.75,4.85,5.57,25840.44,56.181999999999995,33.71,24,20.035,0.9009999999999999,1.03,7/4/2021,10/27/2021
SBI,SBI Magnum Ultra Short Duration Fund Direct Growth,Debt,Low to Moderate Risk,3,3.84,4.85,6.11,9444.04,241.666,21.85,43,21.128,0.8170000000000001,0.77,5/31/2018,5/17/2021
ICICI,ICICI Prudential Long Term Bond Fund Direct Plan Growth,Debt,Moderate Risk,4,0.84,4.84,6.29,24462.77,269.568,99.26,35,18.142,1.002,1.24,9/27/2013,9/21/2013
Invesco,Invesco India Ultra Short Term Fund Direct Growth,Debt,Low to Moderate Risk,3,3.97,4.82,6.03,8162.83,154.464,72.06,17,20.067999999999998,0.75,0.63,6/23/2020,4/2/2021
Taurus,Taurus Liquid Fund Super Institutional Direct Growth,Debt,Low Risk,1,3.24,4.81,4.59,32267.18,82.74700000000001,6.13,15,17.92,0.982,0.53,3/26/2017,7/29/2012
IDFC,IDFC Money Manager Fund Direct Growth,Debt,Low to Moderate Risk,3,3.94,4.8,5.61,32185.64,16.41,51.64,29,21.9,1.175,0.95,5/1/2016,4/12/2009
Sundaram,Sundaram Money Direct Growth,Debt,Low to Moderate Risk,3,3.38,4.79,5.71,10510.04,173.16099999999997,24.22,27,22.701,0.677,0.87,9/22/2008,4/4/2018
Axis,Axis Arbitrage Fund Direct Growth,Hybrid,Low Risk,5,4.61,4.78,5.63,12628.51,143.95,58.65,25,18.627,0.7979999999999999,1.04,8/5/2016,12/17/2019
Invesco,Invesco India Money Market Fund Direct Growth,Debt,Low to Moderate Risk,2,3.44,4.78,5.9,34309.6,155.81,30.52,43,19.99,0.701,1.2,1/25/2019,1/8/2007
DSP,DSP World Agriculture Direct Plan Growth,Other,Very High Risk,1,-18.15,4.77,5.74,24949.56,35.928000000000004,62.94,60,21.826999999999998,0.8290000000000001,0.71,5/9/2017,6/13/2011
Principal,Principal Retirement Savings Fund Progressive Plan Direct Growth,Solution Oriented,Moderately High Risk,4,14.2,4.77,9.65,37641.29,281.192,40.11,60,18.165,0.903,0.78,5/14/2021,8/21/2011
BOI,BOI AXA Ultra Short Duration Fund Direct Bonus,Debt,Low to Moderate Risk,2,3.2,4.77,5.97,17878.13,185.78599999999997,97.92,18,19.972,1.084,1.04,1/20/2016,10/27/2012
Invesco,Invesco India Invesco Pan European Equity FoF Direct Growth,Other,Very High Risk,3,-14.55,4.77,2.83,34598.91,236.77599999999998,89.95,39,20.472,1.13,0.67,2/9/2016,5/4/2016
Kotak,Kotak Equity Arbitrage Fund Direct Growth,Hybrid,Low Risk,4,4.4,4.76,5.59,5082.74,37.382,38.49,45,18.219,1.005,0.74,12/3/2007,3/7/2007
Nippon,Nippon India Arbitrage Fund Direct Growth,Hybrid,Low Risk,4,4.28,4.76,5.73,26397.62,57.621,68.95,54,22.255,0.677,0.78,1/12/2022,5/17/2014
Baroda,Baroda BNP Paribas Ultra Short Duration Fund Direct Growth,Debt,Low to Moderate Risk,3,4.23,4.76,33.24,34822.82,113.601,45.39,20,18.371,0.79,0.94,4/9/2021,6/8/2018
Baroda,Baroda BNP Paribas Medium Duration Fund Direct Growth,Debt,Moderate Risk,2,2.46,4.73,3.26,22612.03,265.107,40.8,53,19.237000000000002,0.6779999999999999,1.0,10/30/2015,9/18/2014
L&T,L&T Ultra Short Term Fund Direct Growth,Debt,Low to Moderate Risk,3,3.88,4.72,5.91,32122.9,184.882,94.82,27,18.724,1.095,1.15,3/13/2015,3/12/2017
IDBI,IDBI Gilt Fund Direct Growth,Debt,Moderate Risk,1,1.82,4.72,4.81,8738.52,146.394,45.5,46,19.766,0.6759999999999999,0.76,2/20/2019,10/25/2018
Franklin,Franklin India Government Securities Fund Direct Plan Growth,Debt,Moderate Risk,2,2.25,4.72,4.67,11232.43,272.259,71.31,54,19.358,0.7140000000000001,1.2,7/6/2022,10/12/2007
L&T,L&T Arbitrage Opportunities Fund Direct Growth,Hybrid,Low Risk,4,3.83,4.71,5.53,32674.89,224.893,43.8,25,18.473,0.846,0.86,4/27/2013,12/3/2017
IDFC,IDFC Ultra Short Term Fund Direct Growth,Debt,Low to Moderate Risk,3,3.8,4.71,39.8,6539.15,244.713,97.36,26,20.11,0.754,0.9,2/18/2015,3/13/2016
DSP,DSP Ultra Short Fund Direct Plan Growth,Debt,Moderate Risk,3,3.96,4.7,5.55,38003.66,208.03099999999998,98.11,51,20.379,0.856,0.88,12/31/2020,3/26/2019
DSP,DSP Savings Direct Plan Growth,Debt,Moderate Risk,2,3.38,4.7,5.9,30591.06,80.89,71.76,59,20.329,1.139,1.17,5/2/2017,8/18/2021
Baroda,Baroda BNP Paribas Arbitrage Fund Direct Growth,Hybrid,Low Risk,3,3.78,4.66,5.53,933.29,66.068,75.43,62,21.919,0.688,1.07,7/28/2022,2/24/2011
Aditya,Aditya Birla Sun Life Arbitrage Fund Direct Growth,Hybrid,Low Risk,3,4.08,4.65,5.51,12174.77,40.845,60.8,32,20.509,1.074,1.31,8/28/2009,8/9/2013
Union,Union Dynamic Bond Fund Direct Growth,Debt,Low to Moderate Risk,1,-0.23,4.62,5.22,506.12,81.184,68.57,63,18.86,0.863,0.71,12/25/2011,6/26/2022
UTI,UTI Arbitrage Fund Direct Growth,Hybrid,Low Risk,3,3.95,4.62,5.5,8436.77,258.313,52.44,17,18.88,1.09,0.74,7/24/2018,3/8/2008
HSBC,HSBC Flexi Debt Fund Direct Growth,Debt,Moderate Risk,2,1.19,4.6,5.45,1652.95,95.318,14.99,16,21.408,0.9490000000000001,0.75,2/11/2008,5/6/2018
ICICI,ICICI Prudential Equity Arbitrage Direct Growth,Hybrid,Low Risk,3,4.11,4.57,5.47,20566.42,32.552,16.83,26,22.33,1.068,1.22,7/15/2006,11/11/2012
Sundaram,Sundaram Money Market Fund Direct Growth,Debt,Low Risk,2,3.85,4.52,6.38,23814.91,291.57599999999996,1.73,58,19.754,0.726,0.76,9/22/2012,6/6/2015
Mahindra,Mahindra Manulife Dynamic Bond Yojana Direct Growth,Debt,Moderate Risk,4,0.96,4.52,7.51,11314.97,138.834,45.96,42,22.675,0.904,0.94,9/8/2020,5/31/2013
Aditya,Aditya Birla Sun Life Retirement Fund The 50s Plus Debt Plan Direct Growth,Solution Oriented,Moderate Risk,1,1.67,4.51,-2.11,39797.2,94.669,34.94,36,21.276999999999997,0.9990000000000001,0.54,1/11/2014,1/10/2022
HSBC,HSBC Debt Fund Direct Growth,Debt,Moderate Risk,2,0.64,4.51,5.44,18715.04,212.498,43.66,58,22.17,0.8170000000000001,0.99,3/14/2015,11/3/2011
IDFC,IDFC Arbitrage Fund Direct Growth,Hybrid,Low Risk,3,4.03,4.45,5.49,4557.09,310.30400000000003,3.32,62,20.055999999999997,1.125,1.17,6/10/2012,5/7/2017
Union,Union Arbitrage Fund Direct Growth,Hybrid,Low Risk,3,3.66,4.43,17.56,28411.7,264.08799999999997,74.13,65,19.361,1.16,0.54,7/18/2010,12/27/2010
Bank,Bank of India Ultra Short Duration Fund Direct Growth,Debt,Low to Moderate Risk,2,3.72,4.43,5.78,30677.31,266.46299999999997,67.85,66,18.919,0.682,0.73,7/27/2019,3/5/2009
Indiabulls,Indiabulls Short Term Fund Direct Growth,Debt,Low to Moderate Risk,2,2.39,4.43,5.81,28695.5,234.227,19.4,34,22.096999999999998,1.014,0.92,6/13/2020,3/17/2012
DSP,DSP 10Y G Sec Fund Direct Growth,Debt,Moderate Risk,1,-0.86,4.41,5.2,38108.91,136.774,62.33,31,18.492,0.6940000000000001,1.05,4/15/2009,11/21/2011
