AMC_name,Mutual Fund Name,category,risk_type,fund_rating,return_1yr,return_3yr,return_5yr,AuM(Cr),NAV,turnover_ratio,stocks_in_portfolio,standard_deviation,beta,sharpe_ratio,52_week_high,52_week_low
Canara,Canara Robeco Focused Equity Fund Direct Growth,Equity,Very High Risk,1,5.05,32.99,20.28,17331.82,68.096,98.66,58,20.665,0.831,0.61,6/11/2017,9/26/2009
Axis,Axis Global Innovation FoF Direct Growth,Other,Very High Risk,1,16.13,34.55,32.93,2863.88,52.375,6.78,45,18.079,0.6890000000000001,0.69,11/5/2014,9/7/2015
Kotak,Kotak Global Innovation FoF Direct Growth,Other,Very High Risk,2,-31.69,21.83,35.04,19659.11,129.57,96.42,28,19.045,0.799,1.1,3/25/2021,2/27/2015
Kotak,Kotak Manufacture in India Fund Direct Growth,Equity,Very High Risk,1,5.45,5.48,7.37,14325.83,58.838,8.44,57,20.627,0.797,1.3,4/25/2018,6/22/2015
Motilal,Motilal Oswal S&P BSE Financials ex Bank 30 Index Fund Direct Growth,Other,Very High Risk,2,15.65,-7.54,48.2,5985.91,57.323,70.84,27,21.103,1.14,0.96,3/30/2009,9/27/2017
DSP,DSP Nifty Midcap 150 Quality 50 Index Fund Direct Growth,Other,Very High Risk,2,32.03,2.56,43.61,865.18,112.256,11.72,63,19.375,0.89,1.15,3/9/2019,6/29/2011
ICICI,ICICI Prudential Nifty Alpha Low Volatility 30 ETF FOF Direct Growth,Other,Very High Risk,1,27.42,41.26,44.32,3742.69,198.011,14.77,20,20.465999999999998,0.981,1.0,7/28/2018,3/4/2022
Mirae,Mirae Asset S&P 500 Top 50 ETF FoF Direct Growth,Other,Very High Risk,1,28.89,10.43,33.07,17902.98,36.272,13.32,57,20.480999999999998,1.113,1.15,10/23/2013,9/6/2008
Navi,Navi Nifty Midcap 150 Index Fund Direct Growth,Other,Very High Risk,1,-0.56,20.26,41.52,24295.71,249.90099999999998,70.87,40,22.414,0.782,1.3,12/5/2010,7/20/2019
ICICI,ICICI Prudential Nifty PSU Bond Plus SDL Sep 2027 40:60 Index Fund Direct Growth,Other,Moderate Risk,1,4.86,7.58,4.78,25128.45,144.655,91.97,19,18.674,0.833,0.72,2/19/2010,10/3/2015
Axis,Axis Global Equity Alpha FoF Direct Growth,Other,Very High Risk,1,17.19,37.83,43.48,4749.68,188.386,14.07,35,21.22,0.8809999999999999,1.2,2/5/2006,8/6/2008
Aditya,Aditya Birla Sun Life Nifty 50 Equal Weight Index Fund Direct Growth,Other,Very High Risk,1,6.12,25.23,25.35,4791.71,40.835,90.07,40,20.365,1.07,1.05,6/17/2018,1/6/2017
Aditya,Aditya Birla Sun Life PSU Equity Fund Direct Growth,Equity,Very High Risk,1,20.82,-3.62,-9.25,10942.89,85.65100000000001,4.41,24,18.285999999999998,0.882,1.17,5/24/2015,6/27/2013
Nippon,Nippon India Passive Flexicap FoF Direct Growth,Other,Very High Risk,4,4.2,-6.87,2.68,949.59,183.705,36.91,25,18.719,0.973,0.73,3/17/2010,3/4/2016
Kotak,Kotak Pioneer Fund Direct Growth,Equity,Very High Risk,2,-0.83,12.67,13.04,36669.17,58.583,11.72,52,21.995,0.775,1.11,1/15/2016,11/29/2013
Union,Union Midcap Fund Direct Growth,Equity,Very High Risk,1,8.47,8.45,8.07,33038.05,105.17200000000001,23.54,52,19.387999999999998,1.072,0.89,11/28/2014,3/19/2022
Kotak,Kotak Pioneer Fund Direct Growth,Equity,Very High Risk,2,-0.83,6.71,10.68,30713.11,135.778,56.11,19,19.374000000000002,1.148,0.94,2/16/2015,5/16/2021
Union,Union Midcap Fund Direct Growth,Equity,Very High Risk,1,8.47,35.6,36.22,19964.35,190.287,79.31,45,20.247,0.8440000000000001,0.62,11/21/2006,7/30/2021
Tata,Tata Floating Rate Fund Direct Growth,Debt,Low to Moderate Risk,4,4.34,13.69,27.64,11903.39,121.087,70.49,15,18.958,0.847,1.17,3/27/2010,5/31/2015
Tata,Tata Banking & PSU Debt Fund Direct Growth,Debt,Low to Moderate Risk,2,2.75,45.06,46.0,15726.45,124.345,89.37,27,22.715999999999998,1.133,0.87,12/13/2018,3/25/2021
ITI,ITI Small Cap Fund Direct Growth,Equity,Very High Risk,4,-4.81,23.11,-4.75,673.45,271.70099999999996,26.8,47,18.346,0.8740000000000001,1.11,11/12/2010,4/4/2012
ICICI,ICICI Prudential Strategic Metal and Energy Equity FoF Direct Growth,Other,Very High Risk,1,12.71,8.88,-10.95,15970.58,120.624,24.85,19,18.551,0.785,1.23,7/19/2008,5/31/2009
Mahindra,Mahindra Manulife Flexi Cap Yojana Direct Growth,Equity,Very High Risk,4,4.97,15.08,41.95,16174.36,95.149,63.57,61,22.378,0.6920000000000001,0.97,1/1/2021,4/24/2009
Mirae,Mirae Asset Nifty 100 ESG Sector Leaders FoF Direct Growth,Other,Very High Risk,1,-1.14,-3.11,26.83,18715.2,193.83599999999998,68.42,42,20.747,0.772,0.99,8/6/2013,12/23/2008
SBI,SBI Fixed Maturity Plan Series 58 (1842 Days) Direct Growth,Debt,Moderate Risk,2,14.72,13.0,10.31,15683.33,227.44099999999997,68.86,50,22.732,0.833,0.94,8/25/2014,11/18/2008
Union,Union Gilt Fund Direct Growth,Debt,Moderate Risk,2,29.82,25.84,25.21,31529.19,305.937,72.33,35,18.532,1.095,1.2,3/2/2019,9/22/2016
ICICI,ICICI Prudential S&P BSE 500 ETF FOF Direct Growth,Other,Very High Risk,1,20.58,33.33,-11.72,10181.74,62.091,92.38,50,22.034000000000002,0.878,1.12,7/29/2014,2/26/2008
ITI,ITI Mid Cap Fund Direct Growth,Equity,Very High Risk,1,2.56,35.28,27.65,32464.96,234.362,85.95,29,20.115,0.9309999999999999,0.78,12/21/2008,11/14/2015
Mirae,Mirae Asset Money Market Fund Direct Growth,Debt,Low to Moderate Risk,2,4.0,-6.7,39.71,5522.77,233.74400000000003,7.68,63,21.169,1.153,0.8,10/9/2012,2/3/2006
Union,Union Large & Midcap Fund Direct Growth,Equity,Moderately High Risk,2,4.62,40.61,5.39,37720.92,40.531,89.77,34,19.043,0.8079999999999999,0.9,9/12/2014,9/20/2019
Tata,Tata Focused Equity Fund Direct Growth,Equity,Very High Risk,2,2.57,36.1,38.74,25127.97,36.154,47.6,65,19.62,0.835,0.66,3/9/2017,12/3/2020
Invesco,Invesco India Focused 20 Equity Fund Direct Growth,Equity,Very High Risk,2,0.32,22.56,13.75,6486.0,335.077,5.37,29,21.705,0.74,1.08,9/4/2011,11/27/2006
Mahindra,Mahindra Manulife Arbitrage Yojana Direct Growth,Hybrid,Low Risk,5,3.44,28.52,13.75,29746.65,150.347,8.93,43,18.415,0.841,1.05,11/3/2021,8/29/2008
Mirae,Mirae Asset Money Market Fund Direct Growth,Debt,Low to Moderate Risk,4,4.0,8.82,21.53,37615.2,117.92299999999999,1.11,18,22.726999999999997,0.802,1.02,2/9/2021,10/16/2019
ICICI,ICICI Prudential Quant Fund Direct Growth,Equity,Very High Risk,3,2.0,8.24,38.02,12822.48,86.906,17.5,60,21.593000000000004,1.146,0.88,12/21/2013,11/17/2009
ITI,ITI Mid Cap Fund Direct Growth,Equity,Very High Risk,3,2.56,24.47,36.68,2825.87,63.141999999999996,17.88,50,21.836,0.973,1.23,2/3/2011,5/12/2012
Mirae,Mirae Asset Nifty India Manufacturing ETF FoF Direct Growth,Other,Very High Risk,2,3.02,20.02,39.08,7119.81,137.161,98.07,23,22.230999999999998,1.1059999999999999,0.61,3/7/2021,8/19/2015
ICICI,ICICI Prudential ESG Fund Direct Growth,Equity,Very High Risk,3,-4.71,13.25,21.91,33779.64,60.141999999999996,81.0,31,22.076999999999998,0.809,1.19,4/26/2007,5/4/2016
Sundaram,Sundaram Equity Fund Direct Growth,Equity,Very High Risk,4,41.42,33.73,50.37,27342.16,23.529,86.85,32,22.274,1.042,0.77,8/15/2007,5/22/2007
DSP,DSP Value Fund Direct Growth,Equity,Very High Risk,3,-2.39,20.4,32.97,5669.85,225.59099999999998,69.4,64,21.888,0.778,0.61,3/1/2012,1/28/2008
Aditya,Aditya Birla Sun Life ESG Fund Direct Growth,Equity,Very High Risk,2,-4.32,33.71,19.71,31359.46,161.734,10.93,15,20.863000000000003,0.902,0.77,3/21/2015,5/2/2009
