AMC_name,Mutual Fund Name,category,risk_type,fund_rating,return_1yr,return_3yr,return_5yr,AuM(Cr),NAV,turnover_ratio,stocks_in_portfolio,standard_deviation,beta,sharpe_ratio,52_week_high,52_week_low
HDFC,HDFC Focused 30 Fund Direct Plan Growth,Equity,Very High Risk,2,23.54,22.5,11.72,17163.63,290.623,53.7,25,20.791999999999998,1.012,1.21,2/24/2006,4/27/2017
SBI,SBI Magnum Global Direct Plan Growth,Equity,Very High Risk,3,2.98,22.42,13.97,2798.16,329.543,50.48,50,20.26,0.733,0.99,4/25/2022,6/12/2012
L&T,L&T Midcap Fund Direct Growth,Equity,Very High Risk,2,2.76,22.4,10.29,22825.51,170.75,17.96,45,19.303,0.759,0.77,5/16/2018,5/9/2010
Invesco,Invesco India Contra Fund Direct Growth,Equity,Very High Risk,4,6.02,22.33,15.34,28486.58,190.08599999999998,83.49,53,21.484,1.057,0.58,3/11/2013,9/15/2008
ICICI,ICICI Prudential Retirement Fund Pure Equity Plan Direct Growth,Solution Oriented,Moderately High Risk,4,15.78,22.23,-2.39,14103.97,239.43599999999998,63.25,49,21.506,0.943,0.52,6/9/2017,2/28/2012
Union,Union Focused Fund Direct Growth,Equity,Moderately High Risk,4,1.92,22.22,55.67,34031.97,177.732,92.28,63,21.826999999999998,0.8320000000000001,1.3,2/1/2015,11/1/2014
Taurus,Taurus Ethical Fund Direct Growth,Equity,Very High Risk,2,2.61,22.19,15.22,12490.55,212.291,59.18,29,18.660999999999998,1.177,0.71,4/6/2011,6/19/2012
JM,JM Equity Hybrid Fund Direct Growth,Hybrid,Very High Risk,3,1.86,22.17,10.68,31447.79,326.377,23.54,18,18.660999999999998,0.687,0.57,8/13/2009,5/11/2014
UTI,UTI Long Term Equity Fund Direct Growth,Equity,Very High Risk,3,1.44,22.14,13.24,10140.58,137.73,89.34,32,18.795,0.703,1.24,2/23/2006,4/24/2022
L&T,L&T India Value Fund Direct Growth,Equity,Very High Risk,2,4.93,22.13,11.25,35857.12,112.27799999999999,3.24,27,22.296,0.83,0.92,6/5/2022,12/26/2021
Tata,Tata India Consumer Fund Direct Growth,Equity,Very High Risk,2,8.52,22.07,13.78,3124.29,93.57799999999999,55.2,58,20.224,1.167,1.01,1/17/2009,6/29/2011
Navi,Navi Large & Midcap Fund Direct Growth,Equity,Very High Risk,3,7.74,22.06,13.33,21560.08,349.61400000000003,19.82,65,19.628,0.89,0.65,2/9/2010,12/28/2013
Franklin,Franklin India Opportunities Direct Fund Growth,Equity,Very High Risk,3,2.48,21.98,12.44,34644.88,348.875,50.25,40,18.137999999999998,0.97,0.98,4/6/2008,2/13/2018
DSP,DSP Tax Saver Direct Plan Growth,Equity,Very High Risk,4,2.14,21.94,13.86,23337.04,134.01,93.58,26,18.414,0.8540000000000001,1.28,3/29/2016,5/29/2006
LIC,LIC MF Large & Mid Cap Fund Direct Growth,Equity,Very High Risk,4,6.98,21.9,14.08,38226.95,331.36,49.04,63,20.563000000000002,0.973,0.62,5/21/2019,9/28/2015
Mahindra,Mahindra Manulife Hybrid Equity Nivesh Yojana Direct Growth,Hybrid,Moderately High Risk,5,5.68,21.84,-6.11,9415.95,116.555,85.97,63,21.783,1.058,1.2,3/20/2010,9/26/2015
DSP,DSP Midcap Direct Plan Growth,Equity,Very High Risk,2,-1.81,21.82,12.2,17034.75,201.261,0.51,39,20.072,0.9420000000000001,0.63,4/3/2009,9/19/2011
UTI,UTI Value Opportunities Fund Direct Growth,Equity,Very High Risk,4,3.19,21.81,13.92,2271.34,106.51700000000001,31.54,56,18.145,1.09,1.28,4/22/2007,6/25/2021
Tata,Tata Large & Mid Cap Fund Direct Plan Growth,Equity,Very High Risk,3,7.49,21.74,14.31,24046.37,98.695,80.8,26,19.004,1.089,0.97,2/25/2017,8/13/2014
L&T,L&T Business Cycles Fund Direct Growth,Equity,Very High Risk,1,11.88,21.7,10.01,28499.47,89.854,43.68,43,18.137,1.173,0.54,11/30/2011,10/14/2013
UTI,UTI Core Equity Fund Direct Growth,Equity,Very High Risk,2,4.48,21.67,11.56,26869.05,298.805,79.55,20,20.816999999999997,1.068,0.76,1/2/2017,6/21/2021
DSP,DSP Nifty 50 Equal Weight Index Fund Direct Growth,Other,Very High Risk,4,6.3,21.64,-9.64,36021.4,103.584,47.67,31,18.631,0.846,0.75,5/28/2013,7/29/2017
IDBI,IDBI India Top 100 Equity Fund Direct Growth,Equity,Very High Risk,4,4.28,21.64,12.36,19531.33,26.025,29.94,59,18.026,0.958,0.83,1/24/2017,1/2/2008
Franklin,Franklin India Feeder Franklin US Opportunities Direct Fund Growth,Other,Very High Risk,4,3.96,21.63,19.74,27862.29,247.87900000000002,68.5,61,19.694000000000003,0.9990000000000001,0.71,1/1/2010,4/3/2022
Canara,Canara Robeco Bluechip Equity Fund Direct Growth,Equity,Very High Risk,5,0.28,21.62,15.22,1472.03,137.601,59.99,61,18.915,0.9440000000000001,0.53,6/2/2017,2/5/2022
Edelweiss,Edelweiss Flexi Cap Fund Direct Growth,Equity,Very High Risk,3,5.23,21.59,14.42,34686.63,198.92,9.72,34,21.308000000000003,1.165,0.81,10/20/2006,12/28/2016
ICICI,ICICI Prudential Bharat Consumption Fund Direct Growth,Equity,High Risk,3,18.68,21.53,1.12,31419.13,188.731,41.41,63,21.441,1.124,0.93,2/8/2022,9/24/2016
IDFC,IDFC Core Equity Fund Direct Growth,Equity,Very High Risk,3,6.11,21.47,11.95,14426.7,77.782,7.65,24,19.291,1.165,1.24,7/20/2007,2/23/2019
IDBI,IDBI Dividend Yield Fund Direct Growth,Equity,Very High Risk,3,5.3,21.46,17.21,37336.37,62.842,22.86,55,22.54,1.022,1.16,7/1/2020,11/23/2014
SBI,SBI Long Term Equity Fund Direct Plan Growth,Equity,Very High Risk,3,6.47,21.45,11.66,9669.8,59.731,50.32,26,21.23,1.048,1.23,10/21/2019,1/19/2014
HDFC,HDFC Flexi Cap Direct Plan Growth,Equity,Very High Risk,3,18.17,21.44,14.06,21311.54,31.267,47.5,45,22.029,0.68,0.92,3/20/2010,10/24/2016
Kotak,Kotak Equity Hybrid Fund Direct Growth,Hybrid,Very High Risk,4,8.54,21.42,13.63,10195.12,300.758,50.19,17,18.660999999999998,1.028,1.1,11/14/2021,12/27/2017
Invesco,Invesco India PSU Equity Fund Direct Growth,Equity,Very High Risk,2,12.56,21.36,10.04,39378.71,221.049,71.95,32,19.465999999999998,1.102,0.95,11/21/2017,3/17/2014
JM,JM Flexicap Fund Direct Plan Growth,Equity,Very High Risk,3,7.27,21.24,12.83,2654.61,172.435,33.73,18,20.43,0.96,0.86,5/20/2018,12/4/2013
Kotak,Kotak India EQ Contra Fund Direct Growth,Equity,Very High Risk,4,5.06,21.16,14.85,34778.98,342.86300000000006,47.45,55,21.266,0.929,1.11,9/27/2015,8/16/2007
IDBI,IDBI Healthcare Fund Direct Growth,Equity,High Risk,1,-14.49,21.15,-8.27,5562.63,259.158,26.1,30,22.165,0.97,0.64,8/19/2012,5/22/2020
Nippon,Nippon India Vision Direct Growth,Equity,Very High Risk,1,3.7,21.08,9.4,33613.81,240.58700000000002,3.66,63,18.637,1.084,0.54,2/27/2019,3/21/2010
Franklin,Franklin India Technology Fund Direct Growth,Equity,Very High Risk,3,-18.37,21.01,19.69,33871.35,160.189,56.74,47,20.954,0.6940000000000001,1.31,2/10/2022,5/26/2017
