AMC_name,Mutual Fund Name,category,risk_type,fund_rating,return_1yr,return_3yr,return_5yr,AuM(Cr),NAV,turnover_ratio,stocks_in_portfolio,standard_deviation,beta,sharpe_ratio,52_week_high,52_week_low
Bank,Bank of India Short Term Income Fund Direct Growth,Debt,Moderate Risk,5,17.97,7.4,2.54,32159.13,268.565,82.28,46,18.917,1.124,1.06,9/12/2016,3/11/2012
ICICI,ICICI Prudential Short Term Fund Direct Plan Growth,Debt,Moderate Risk,4,4.45,7.39,7.43,37569.63,168.94299999999998,42.83,40,20.086,1.026,0.92,5/28/2011,11/20/2020
L&T,L&T Conservative Hybrid Fund Direct Growth,Hybrid,Moderate Risk,3,2.29,7.35,6.49,36363.36,56.42100000000001,73.74,33,21.545,0.945,0.91,6/11/2016,9/12/2012
SBI,SBI Magnum Income Direct Plan Growth,Debt,Moderately High Risk,4,2.66,7.35,7.22,31410.53,240.699,19.36,34,20.474,1.1740000000000002,0.86,6/8/2018,9/11/2011
Edelweiss,Edelweiss Banking and PSU Debt Fund Direct Growth,Debt,Moderate Risk,1,3.25,7.32,7.9,3023.96,123.75399999999999,27.53,53,21.662,0.818,0.91,10/9/2016,8/15/2006
Axis,Axis Corporate Debt Fund Direct Growth,Debt,Low to Moderate Risk,5,3.74,7.3,7.37,33466.55,139.60299999999998,74.35,47,20.351,0.728,0.75,11/30/2021,9/22/2020
BNP,BNP Paribas Short Term Fund Direct Growth,Debt,Moderate Risk,3,5.32,7.29,7.32,37875.87,35.006,82.1,60,18.629,0.727,1.01,4/2/2014,12/23/2017
ICICI,ICICI Prudential Retirement Fund Pure Debt Plan Direct Growth,Solution Oriented,Moderately High Risk,4,3.34,7.28,2.41,8656.14,273.70799999999997,7.96,50,18.581,1.123,0.85,11/26/2019,10/24/2019
ICICI,ICICI Prudential Gilt Fund Direct Plan Growth,Debt,Low to Moderate Risk,4,3.07,7.25,7.03,24122.09,60.265,2.68,19,21.031999999999996,0.7509999999999999,0.86,5/18/2014,3/22/2008
HDFC,HDFC Dynamic Debt Fund Direct Plan Growth,Debt,Moderate Risk,5,1.83,7.23,5.28,15137.34,205.481,97.95,21,21.048000000000002,1.003,0.99,4/30/2013,7/25/2007
UTI,UTI Banking & PSU Debt Fund Direct Growth,Debt,Moderate Risk,3,10.13,7.19,5.61,16048.79,274.995,10.38,21,20.406,0.741,0.86,4/10/2009,3/30/2018
Aditya,Aditya Birla Sun Life Short Term Direct Fund Growth,Debt,Moderate Risk,4,4.14,7.17,7.33,4460.4,133.892,44.94,27,21.256999999999998,0.9179999999999999,1.32,4/6/2020,3/1/2015
UTI,UTI Treasury Advantage Fund Direct Growth,Debt,Low to Moderate Risk,5,8.87,7.17,4.79,1090.98,307.663,61.19,64,19.293,0.826,1.05,2/21/2014,3/17/2020
Navi,Navi Regular Savings Fund Direct Growth,Hybrid,Moderately High Risk,3,3.51,7.15,6.34,29995.68,67.303,29.49,26,22.092,1.02,0.66,2/18/2013,2/7/2014
Tata,Tata Dynamic Bond Direct Growth,Debt,Moderately High Risk,4,5.67,7.13,6.6,26083.36,60.52,51.63,55,22.2,0.7,0.63,8/11/2013,12/30/2020
DSP,DSP Strategic Bond Direct Plan Growth,Debt,Low to Moderate Risk,3,1.93,7.12,6.54,10770.2,53.351000000000006,87.73,25,19.634,0.6940000000000001,1.07,5/11/2014,2/4/2008
Kotak,Kotak Medium Term Fund Direct Growth,Debt,Moderate Risk,3,4.19,7.1,6.7,11665.06,45.894,62.77,54,19.605999999999998,1.0270000000000001,1.1,1/23/2015,11/2/2015
HDFC,HDFC Medium Term Debt Fund Direct Plan Growth,Debt,Moderately High Risk,4,3.15,7.05,7.21,16608.18,255.377,10.38,43,20.092,1.149,0.63,1/6/2019,5/5/2019
SBI,SBI Credit Risk Fund Direct Growth,Debt,High Risk,4,4.23,7.05,6.85,33995.37,46.73,82.94,46,18.601,0.779,0.61,1/10/2012,5/26/2018
IDFC,IDFC Regular Savings Fund Direct Plan Growth,Hybrid,Moderate Risk,2,1.09,7.04,6.14,2303.35,311.624,5.39,27,21.801,1.15,1.1,6/27/2014,3/31/2008
Nippon,Nippon IndiaRetirement Fund Income Generation Scheme Direct Growth,Solution Oriented,Moderately High Risk,2,1.67,6.99,6.38,39554.07,167.644,69.6,50,21.648000000000003,1.176,1.19,1/20/2017,8/5/2011
Aditya,Aditya Birla Sun Life Corporate Bond Fund Direct Growth,Debt,Low to Moderate Risk,4,3.34,6.98,7.28,9455.11,230.88,56.32,59,21.448,1.168,0.64,2/9/2018,7/25/2014
Edelweiss,Edelweiss Government Securities Fund Direct Growth,Debt,Moderate Risk,4,2.21,6.9,8.01,8323.39,120.53299999999999,38.21,19,18.076,0.875,1.04,8/19/2019,10/10/2020
ICICI,ICICI Prudential Corporate Bond Fund Direct Plan Growth,Debt,Low to Moderate Risk,4,3.9,6.87,7.14,32195.76,125.97,13.16,50,18.245,0.745,1.3,7/14/2022,6/13/2021
Edelweiss,Edelweiss Europe Dynamic Equity Offshore Fund Direct Growth,Other,Very High Risk,4,-16.83,6.87,4.64,37499.64,176.067,81.26,66,18.171,0.956,0.84,12/28/2015,3/31/2017
L&T,L&T Resurgent India Bond Fund Direct Growth,Debt,Moderate Risk,3,2.74,6.85,6.36,17667.56,186.47400000000002,44.05,30,21.311,0.708,1.05,9/10/2020,2/6/2015
HDFC,HDFC Short Term Debt Fund Direct Plan Growth,Debt,Moderate Risk,4,3.27,6.85,7.21,37772.1,194.787,74.2,34,18.21,0.9540000000000001,1.19,1/17/2019,9/4/2011
ICICI,ICICI Prudential Floating Interest Fund Direct Plan Growth,Debt,Low to Moderate Risk,4,3.42,6.84,7.15,11039.22,35.366,5.88,24,21.355999999999998,0.943,0.72,9/8/2014,6/27/2011
Kotak,Kotak Dynamic Bond Fund Direct Growth,Debt,Moderate Risk,4,3.08,6.83,7.58,14298.9,200.907,96.39,36,19.171,1.018,0.76,4/5/2020,2/13/2008
Nippon,Nippon India Short Term Fund Direct Growth,Debt,Moderate Risk,4,3.44,6.82,6.96,32041.71,219.1,26.59,63,18.463,1.047,1.17,4/27/2018,3/25/2013
Axis,Axis Dynamic Bond Direct Fund Growth,Debt,Moderate Risk,2,2.58,6.82,7.18,15992.32,85.23899999999999,38.84,33,18.992,0.8009999999999999,0.56,4/8/2012,5/12/2021
Nippon,Nippon India Floating Rate Fund Direct Growth,Debt,Low to Moderate Risk,4,3.07,6.8,6.87,14745.32,170.8,71.29,45,18.817999999999998,0.725,1.3,7/22/2010,9/30/2006
DSP,DSP Government Securities Direct Plan Growth,Debt,Low to Moderate Risk,5,2.38,6.77,7.44,37497.75,26.47,25.8,22,18.94,0.841,0.67,9/26/2016,8/13/2010
Axis,Axis Short Term Direct Fund Growth,Debt,Moderate Risk,4,3.66,6.76,7.22,32314.79,195.19299999999998,98.64,24,20.442,1.125,0.82,7/21/2006,7/24/2016
UTI,UTI Corporate Bond Fund Direct Growth,Debt,Low to Moderate Risk,3,2.92,6.76,25.62,23720.68,57.373999999999995,30.74,16,21.889,0.7390000000000001,0.66,6/27/2013,5/6/2016
ICICI,ICICI Prudential Bond Fund Direct Plan Growth,Debt,Moderate Risk,4,2.79,6.74,6.8,13786.1,236.725,75.88,62,19.91,1.112,1.19,1/6/2015,10/4/2020
HDFC,HDFC Corporate Bond Fund Direct Plan Growth,Debt,Moderate Risk,3,3.03,6.7,7.15,6757.14,203.92700000000002,59.18,48,20.848000000000003,0.945,0.61,9/9/2013,11/24/2006
ICICI,ICICI Prudential Banking & PSU Debt Direct Growth,Debt,Low to Moderate Risk,4,4.1,6.69,6.78,34858.2,325.406,51.95,29,19.317,0.9009999999999999,0.72,7/17/2021,9/3/2010
L&T,L&T Triple Ace Bond Direct Growth,Debt,Moderate Risk,2,2.59,6.68,7.35,1634.02,106.53399999999999,85.66,31,18.776,1.003,1.13,6/26/2022,9/29/2014
Nippon,Nippon India Banking & PSU Debt Fund Direct Growth,Debt,Low to Moderate Risk,4,3.07,6.68,7.17,29056.17,334.115,75.14,38,20.338,0.9329999999999999,0.89,11/28/2019,9/18/2008
Kotak,Kotak Floating Rate Fund Direct Growth,Debt,Low to Moderate Risk,3,3.03,6.66,32.14,9688.25,133.004,23.16,50,22.284000000000002,0.86,0.63,12/17/2012,4/9/2015
Aditya,Aditya Birla Sun Life Income Fund Direct Growth,Debt,Moderate Risk,4,2.38,6.65,6.69,20106.14,313.515,79.33,57,21.752,1.139,1.09,9/7/2011,3/13/2010
Kotak,Kotak Banking and PSU Debt Fund Direct Growth,Debt,Moderate Risk,4,3.48,6.64,7.24,1306.93,155.2,90.27,54,19.663,1.141,0.67,4/8/2012,11/30/2020
HDFC,HDFC Banking and PSU Debt Fund Direct Growth,Debt,Low to Moderate Risk,3,3.14,6.64,7.03,18433.39,315.302,74.7,37,18.519000000000002,1.093,1.08,9/13/2007,5/22/2021
