AMC_name,Mutual Fund Name,category,risk_type,fund_rating,return_1yr,return_3yr,return_5yr,AuM(Cr),NAV,turnover_ratio,stocks_in_portfolio,standard_deviation,beta,sharpe_ratio,52_week_high,52_week_low
NJ,NJ Balanced Advantage Fund Direct Growth,Hybrid,Very High Risk,3,4.95,24.93,4.41,33955.66,188.482,42.85,42,19.365,0.91,1.05,1/31/2014,8/25/2009
Motilal,Motilal Oswal Large and Midcap Fund Direct Growth,Equity,Moderately High Risk,2,-0.72,7.4,42.38,9979.96,333.35400000000004,60.11,16,21.03,1.028,1.02,1/13/2012,9/16/2010
Quant,Quant ESG Equity Fund Direct Growth,Equity,Very High Risk,4,20.96,9.34,-0.5,25864.71,305.232,87.54,27,19.141,0.695,0.56,8/10/2018,8/29/2007
Axis,Axis Retirement Savings Fund Aggressive Plan Direct Growth,Solution Oriented,Moderately High Risk,3,-2.69,21.13,22.39,38222.59,337.77,82.08,51,21.838,1.11,0.58,8/23/2013,7/10/2021
Bank,Bank of India Overnight Fund Direct Growth,Debt,Low Risk,5,3.98,5.4,26.11,16178.24,239.003,50.12,42,20.959,0.9940000000000001,0.55,4/12/2013,12/1/2018
Invesco,Invesco India Invesco Global Consumer Trends FoF Direct Growth,Other,Very High Risk,2,-38.5,3.54,-11.04,36043.25,89.38,49.29,59,21.076,0.9740000000000001,0.73,10/15/2015,10/26/2008
Mirae,Mirae Asset Hang Seng TECH ETF FoF Direct Growth,Other,Very High Risk,4,14.88,34.23,51.97,33182.24,196.84099999999998,27.31,21,22.401999999999997,1.068,1.18,7/22/2018,4/28/2009
Aditya,Aditya Birla Sun Life Nifty SDL Plus PSU Bond Sep 2026 60:40 Index Fund Direct Growth,Other,Moderate Risk,2,-0.01,42.54,11.21,15052.13,232.062,88.83,33,22.34,0.852,1.32,1/14/2018,8/24/2013
Axis,Axis Quant Fund Direct Growth,Equity,Very High Risk,4,3.11,43.65,3.16,27612.67,334.866,25.99,62,20.291,0.743,1.05,10/22/2006,7/3/2019
IIFL,IIFL Quant Fund Direct Growth,Equity,Very High Risk,1,4.85,10.49,26.05,37988.2,308.755,20.37,15,18.507,0.722,1.04,5/11/2007,9/11/2016
Mahindra,Mahindra Manulife Balanced Advantage Yojana Direct Growth,Hybrid,Very High Risk,1,26.66,-0.6,5.57,30282.65,249.335,80.98,43,18.691,1.172,0.86,4/4/2012,10/9/2006
Motilal,Motilal Oswal Asset Allocation Passive FoF Conservative Direct Growth,Other,High Risk,4,2.18,32.88,30.91,35097.24,208.36700000000002,12.51,42,20.885,1.031,1.23,10/14/2007,9/25/2014
Tata,Tata Corporate Bond Fund Direct Growth,Debt,Low to Moderate Risk,2,28.26,24.64,-9.48,29197.11,258.327,0.97,54,21.06,0.7829999999999999,0.61,10/21/2020,7/18/2008
PGIM,PGIM India Balanced Advantage Fund Direct Growth,Hybrid,Very High Risk,3,6.14,-1.5,27.58,39727.19,213.386,43.93,26,19.959,1.09,1.29,6/30/2014,2/20/2016
ITI,ITI Long Term Equity Fund Direct Growth,Equity,Moderately High Risk,1,-3.17,39.08,13.18,8885.14,259.329,53.76,24,21.0,1.018,0.54,10/29/2007,8/5/2017
HSBC,HSBC Focused Equity Fund Direct Growth,Equity,Very High Risk,1,1.54,8.65,14.92,8564.45,239.925,7.73,65,22.078000000000003,1.001,0.53,5/9/2011,8/8/2007
L&T,L&T Nifty 50 Index Fund Direct Growth,Other,Very High Risk,4,2.88,-1.52,-4.38,25925.29,307.88599999999997,32.42,21,21.774,1.05,1.27,11/20/2019,4/27/2013
Tata,Tata Quant Fund Direct Growth,Equity,Very High Risk,4,-0.55,19.72,39.8,21626.54,60.151,38.88,36,18.464000000000002,0.919,1.12,12/23/2014,2/21/2011
Axis,Axis All Seasons Debt FoF Direct Growth,Other,Moderately High Risk,4,3.48,32.02,16.43,3732.2,175.201,22.78,55,20.329,1.1179999999999999,1.29,1/4/2011,5/13/2020
HSBC,HSBC Focused Equity Fund Direct Growth,Equity,Very High Risk,3,1.54,12.33,14.92,26245.44,224.27,27.99,34,21.988000000000003,0.975,0.61,4/11/2022,9/21/2010
BHARAT,BHARAT Bond ETF FOF April 2032 Direct Growth,Other,Moderate Risk,1,6.43,-4.33,17.44,14239.89,261.056,62.15,20,19.843,0.987,1.06,5/12/2016,7/13/2022
Kotak,Kotak Nifty SDL Apr 2027 Top 12 Equal Weight Index Fund Direct Growth,Other,Moderate Risk,4,21.02,39.11,9.29,27860.56,326.539,14.97,60,21.123,0.8390000000000001,0.66,6/1/2020,5/18/2022
ICICI,ICICI Prudential India Equity FOF Direct Growth,Other,Very High Risk,4,10.57,18.17,33.12,29230.28,326.768,85.2,58,21.078000000000003,0.7120000000000001,0.94,10/18/2019,9/1/2016
SBI,SBI Retirement Benefit Fund Conservative Plan Direct Growth,Solution Oriented,Moderately High Risk,2,5.48,41.44,50.02,4010.95,116.00299999999999,93.35,66,22.316,0.7170000000000001,0.71,2/8/2013,5/19/2018
LIC,LIC MF Ultra Short Term Fund Direct Growth,Debt,Moderately Low Risk,2,3.68,13.71,55.9,24984.38,201.705,13.25,24,18.632,1.145,1.28,10/17/2014,10/14/2010
ITI,ITI Large Cap Fund Direct Growth,Equity,Very High Risk,1,-0.14,41.08,14.04,11764.87,66.473,48.68,44,22.468000000000004,1.031,0.61,5/19/2014,9/23/2020
ICICI,ICICI Prudential Nifty SDL Sep 2027 Index Fund Direct Growth,Other,Moderate Risk,4,18.87,10.34,-5.75,10602.36,109.83200000000001,75.85,56,21.585,0.8,1.31,2/8/2016,12/19/2015
ITI,ITI Value Fund Direct Growth,Equity,Very High Risk,2,-0.06,43.3,-1.27,31953.33,147.92700000000002,66.87,55,21.885,0.958,0.7,2/1/2017,11/22/2015
Axis,Axis CRISIL IBX SDL May 2027 Index Fund Direct Growth,Other,Moderate Risk,1,6.54,-3.65,18.32,638.14,189.593,56.42,32,21.616,0.804,1.26,9/20/2011,9/26/2020
ITI,ITI Dynamic Bond Fund Direct Growth,Debt,Moderate Risk,3,3.98,22.72,51.49,33636.23,348.51599999999996,27.66,40,20.936,1.151,1.03,7/13/2015,10/26/2018
ITI,ITI Balanced Advantage Fund Direct Growth,Hybrid,Moderately High Risk,3,1.6,-5.66,30.47,24192.99,292.385,11.65,43,17.941,1.0590000000000002,0.69,9/4/2009,8/31/2021
Sundaram,Sundaram Ultra Short Term Fund Direct Growth,Debt,Moderate Risk,3,3.69,36.51,32.26,38443.02,161.002,71.76,16,18.323,0.69,0.67,5/18/2019,3/12/2016
ITI,ITI Arbitrage Fund Direct Growth,Hybrid,Moderately Low Risk,3,2.89,12.0,-10.04,19844.72,43.597,0.23,24,18.511,0.9279999999999999,0.75,1/15/2019,5/10/2007
ITI,ITI Arbitrage Fund Direct Growth,Hybrid,Moderately Low Risk,1,2.89,25.4,-6.7,31957.39,84.44,4.1,24,22.631999999999998,0.713,1.04,3/27/2006,9/28/2011
BHARAT,BHARAT Bond FOF April 2025 Direct Growth,Other,Low to Moderate Risk,2,1.68,-4.59,28.92,13164.13,179.923,45.38,40,19.53,1.146,1.08,8/30/2011,7/7/2014
ITI,ITI Balanced Advantage Fund Direct Growth,Hybrid,Moderately High Risk,2,1.6,-3.61,40.14,32080.98,250.68200000000002,63.52,25,21.25,0.804,0.62,9/29/2014,10/19/2014
Sundaram,Sundaram Ultra Short Term Fund Direct Growth,Debt,Moderate Risk,3,3.69,12.88,25.75,37572.84,202.02,31.48,58,21.549,1.044,1.3,7/31/2008,6/11/2009
BNP,BNP Paribas Overnight Fund Direct Growth,Debt,Low Risk,3,3.25,43.38,23.79,24940.88,185.015,7.57,40,22.543000000000003,0.897,1.28,9/30/2015,4/21/2014
Invesco,Invesco India Overnight Fund Direct Growth,Debt,Low Risk,2,3.84,5.22,34.64,19146.81,275.536,12.56,46,19.646,0.966,0.62,3/4/2011,6/30/2017
HSBC,HSBC Ultra Short Duration Fund Direct Growth,Debt,Low to Moderate Risk,3,3.96,25.12,-11.86,7447.61,233.547,83.62,65,22.393,0.682,0.96,2/4/2011,11/6/2019
ITI,ITI Overnight Fund Direct Growth,Debt,Low Risk,1,3.78,-0.89,11.24,3385.83,91.389,92.13,35,22.51,1.124,1.11,10/27/2007,4/24/2007
